token	label	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC77.ppmi.x	LeNC77.ppmi.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	text
piraterij/noun/BL_19990219_01/19404	b	0.969189178798012	0.23352997449234	1.30742613743068	2.11458620632616	-0.242112569668479	-0.0237759897686291	-0.00674257895913194	0.950410742242039	0.716861037621865	0.927109251333514	-0.356913979991326	0.0277254499463346	" <font color=red><b>Piraterij</b></font> is een oud zeer , dat door de komst van de cd-writer nog veel actueler is geworden ."
piraterij/noun/BL_19990219_01/19625	b	-4.66094623881374	-0.11212935475589	-4.00708001498559	3.13046565005148	-1.55456116384531	2.18413700245777	2.09448472582396	2.52852533188921	-1.01806182626131	2.50735260955339	-3.35557219737624	3.02313255520173	"Maar die <font color=red><b>piraterij</b></font> is maar een deel van het verhaal ."
piraterij/noun/BL_19990303_01/56718	b	3.92493389394339	3.3405277082911	2.72367651148849	-1.82043184640898	3.04293722459281	-4.10975054559563	-3.77465647371533	-2.18148194967796	2.92446871023479	-0.538755230991324	3.82075367213969	-4.05318671748904	"Het is Sony menens in de strijd tegen de <font color=red><b>piraterij</b></font> ."
piraterij/noun/BL_20000623_01/63451	b	0.254754497222345	-0.647391787525029	-0.654461689462441	7.31127209028486	-0.959048052616052	-0.260026921904297	-0.531654164871458	1.84519526041933	1.07974302950652	1.57855807349965	-1.58078384728307	-1.39474663612406	"UEFA kapittelt Belgische voetbalbond - ISL beschuldigt sponsor Interbrew van <font color=red><b>piraterij</b></font>"
piraterij/noun/BL_20000715_01/31395	b	-0.88647827269373	1.41603540469474	-1.16863177767587	0.568818497121538	1.10819513222374	-0.945368587487877	-0.256770051290199	-0.530902304045106	1.19559982638623	0.112395750188418	1.95358209164309	-0.229651778273883	"Het protest van de artiesten tegen de <font color=red><b>piraterij</b></font> op het internet was niet in dovemansoren gevallen ."
piraterij/noun/BL_20000826_01/63927	a	-0.685109590726069	-1.95086510738771	-0.685614416188399	2.40394812958688	0.730417458651914	1.74128792277776	2.17580086409953	0.596110526000235	0.067191239976428	0.698488868354369	-0.29923134914746	1.52955134132828	"Tegenwoordig gaat het blijkbaar anders , aldus Dave Bakx van Scaldis Salvage , en is de <font color=red><b>piraterij</b></font> verdwenen ."
piraterij/noun/BL_20051224_01/46887	b	-0.00377380877826156	0.011946362036821	1.65630228661007	1.30623094478669	-0.456251478817921	0.0445502520198865	-0.0495179030415882	1.08326787087683	0.804714063839992	1.0593096783778	-0.542767602419995	-0.00352781749400704	"De vele kerkkoren van het land die dit weekend rondom de kerststal liedjes zingen , riskeren een boete voor <font color=red><b>piraterij</b></font> ."
piraterij/noun/DM_19990210_01/4256	b	-0.180707647960543	0.742922038500987	0.182903416434176	0.527596752414023	1.2947387376337	-0.455722334624145	0.158540957377133	-0.413161648657376	0.752915376649996	0.122411009464344	1.64098985694135	0.289410209556898	"De bedoeling van dat ontwerp van richtlijn is de auteurswetgeving in de lidstaten te harmoniseren om zo de uitgevers van boeken en tijdschriften , platenmaatschappijen , film- en televisiebedrijven en producenten van computersoftware in het digitale tijdperk efficinter te beschermen tegen allerlei vormen van <font color=red><b>piraterij</b></font> ."
piraterij/noun/DM_19991113_01/19897	b	0.430795981475258	-0.470170628060212	-10.0770780179387	1.39048401614145	-1.03244404108481	-0.211981514421158	-0.374384398982248	1.89608139552884	1.17271234731095	1.91512304709167	-2.40320044125516	-1.80233426150353	"Drugshandel , afpersing , prostitutie , valse documenten , <font color=red><b>piraterij</b></font> van videocassettes , woekerrentes en gokken ."
piraterij/noun/DM_19991203_01/37371	b	-1.23449758907038	3.73544745494112	-0.0542713642726884	-0.676294224647631	-1.80521904009922	-0.919010168985313	-1.78804081292945	1.85542196495627	-0.0762554137187563	0.86222003985305	1.47022295880151	2.12257736846497	"" Jongeren moeten zich bewust worden van de impact van illegale <font color=red><b>piraterij</b></font> " , legt Olivier Maeterlinck uit ."
piraterij/noun/DM_20000224_01/34519	b	0.837302015644064	0.864211999534695	1.03545449379207	0.481029951896852	2.58161899305739	1.13540292591571	2.13674786957439	-1.46327455834373	-0.0521285052783877	-0.753422046757983	3.46004100937593	2.14773987172173	"Via de bestaande akkoorden worden de ontwikkelingslanden bijvoorbeeld gedwongen patenten te erkennen die westerse multinationals door biogenetische <font color=red><b>piraterij</b></font> hebben verworven ."
piraterij/noun/DM_20000722_01/43076	b	-2.5198350959361	-2.19015313639358	-2.17852799928821	0.492833631636604	-2.84287293006913	3.01662449278104	4.23341959447949	2.39244793462601	-2.08207204595279	0.82249648465559	-0.878572412266255	6.96410126321073	"Vorig jaar kostte die <font color=red><b>piraterij</b></font> de Europese platenfirma's 56 miljard frank , zo maakte de IFPI , de vertegenwoordiger van de Europese muziekindustrie , vorige week bekend ."
piraterij/noun/DM_20001117_01/34893	b	3.24256688954522	-1.51546352246067	3.36294269000185	0.0338174239156151	1.79683458298603	0.898364267498283	1.41190185899038	-0.342006172100056	0.737075522572156	0.0305378270686317	1.62720612783355	0.0973004867541313	"Meestal worden ze niet volledig gecompenseerd voor de verliezen die ze lijden door <font color=red><b>piraterij</b></font> ."
piraterij/noun/DM_20010704_01/5844	b	6.97122602342614	1.47676708363433	6.56092178680755	-3.81412540251043	-1.53364778475133	-1.44379532310141	-1.74912325895462	2.11891427914426	1.99906546007418	1.86635136969486	-1.35263124591459	-3.72102858104922	"De Europese Commissie werkt aan een voorstel van richtlijn ter bestrijding van de <font color=red><b>piraterij</b></font> ."
piraterij/noun/DM_20020304_01/30498	b	-3.32985167166611	0.0283137735850744	-2.7375231262513	0.753593464382005	-1.52775726516459	4.04295701339631	4.55714451181277	1.35012078769845	-1.61820473282333	1.36687307020135	-0.744004031485267	6.10138696445283	"Volgens IFPI heeft digitale <font color=red><b>piraterij</b></font> alleen al de platenfirma's meer dan 2 miljard euro gekost , oftewel 5 procent van de cd-verkoop ."
piraterij/noun/DM_20021204_01/10026	b	0.834243823334205	-0.946231151094216	4.25984337960546	3.08443037399719	-1.04567245742921	-0.0582971224689069	-0.422407179157189	2.04581283601709	1.17057768538794	1.76266648082183	-1.86676560302179	-1.80415608754497	"Met die uitspraak , vorige week op een Spaans radiostation , heeft Manu Chao de discussie over de cd-prijs en <font color=red><b>piraterij</b></font> weer hoog doen oplaaien in Spanje ."
piraterij/noun/DM_20021204_01/10723	b	0.762908255821807	10.5002142332201	7.10007118870434	-7.93218908475011	10.7509826602562	9.69283265538492	9.3605704232473	-9.89744154804623	-4.00303221108734	-7.82302242725372	20.7489374404848	4.6828115397449	"Maffieuze <font color=red><b>piraterij</b></font> kan niet , vindt hij , maar piraterij</b></font> voor persoonlijk gebruik moet kunnen ."
piraterij/noun/DM_20030213_01/22634	a	0.750332421089882	0.305539358061645	1.70825137237487	0.956997527469679	0.355538569091597	1.16587807265114	1.52856076940135	0.118274363453039	-0.0210354160864116	0.0216828890044067	1.55191051434176	1.64950980976786	" <font color=red><b>Piraterij</b></font> in Puntland"
