token	label	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.ppmi.x	LeNC77.ppmi.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	text	LeNC44.L1LLRx5.maxW	LeNC77.L1LLR.maxW	LeNC44.L1LLR.maxW	LeNC77.L1LLRx5.maxW	LeNC44.ppmi.maxW	LeNC77.ppmi.maxW
koper/noun/BL_19990403_01/59429	a	1.01446922345	-0.46967151096	0.747111476789	-0.0329088793297	0.144444659583	0.668550449775	2.36357016086	0.634472449169	0.355959364983	0.892793196409	0.758428602686	0.602970503642	"De <font color=""red"">koper</font> echter bedacht zich en omdat de agent-bijklusser weigerde het voorschot terug te geven , legde hij klacht neer bij de plaatselijke politie ."	8.07	6.1	6.46	7.71	3.15	7.87
koper/noun/BL_19990526_01/23056	a	0.217194553871	2.32747736405	2.45957330886	2.14392893882	0.0414114800935	-1.36546107159	-2.7540886336	-2.25059109365	2.19658998376	1.20661223782	-0.937367767715	-1.02487153411	"Union Minière heeft dan toch een <font color=""red"">koper</font> gevonden voor de vestiging in Overpelt , Overpelt-Plascobel ."	8.2	6.41	6.59	8.01	2.03	5.87
koper/noun/BL_19990526_01/23162	a	-4.25813661552	0.417382366531	4.57914498742	7.42118488341	4.38864517352	-4.93666096319	-0.658624408098	6.65265195253	4.74135092014	-1.27256510332	-3.7959553434	-1.95983195514	"Een <font color=""red"">koper</font> kwam er echter maar niet opdagen ."	7.27	5.74	5.66	7.34	3.73	5.87
koper/noun/BL_20000318_01/63643	a	3.49661656374	0.050136376568	-1.32617595535	-2.3382464111	-1.3350204242	3.37043075271	3.40133242042	-0.626219699764	-1.25121767961	1.48492565654	1.88915491018	2.35327957929	"In het Franse Macon hebben vrijdag de advocaten van 66 producenten en <font color=""red"">kopers</font> van kinderporno-materiaal de in vrijheidstelling van hun cliënten gepleit ."	8.07	6.1	6.46	7.71	6.35	5.79
koper/noun/BL_20040603_01/40373	b	3.22259173724	-0.173421662616	1.50699866499	-3.20345930454	4.12075385768	-1.37658388138	4.38664034212	0.131701712469	1.88590546086	-1.91578321149	-1.91160902027	-1.06204267643	"Koper Weet er iemand hoe ik <font color=""red"">koper</font> kan opblinken dat vernist is geweest ?"	8.07	6.23	6.46	7.84	3.43	4.69
koper/noun/BL_20040618_01/16652	a	-0.794466372392	-1.80664195726	0.706310628272	5.55633421569	3.85751732643	-1.74960493148	1.38291968132	3.2260401169	1.76430797473	-1.85949104916	-1.75499907269	-1.0905366897	"Uit de enquête blijkt ook dat er nog heel wat potentiële <font color=""red"">kopers</font> zijn , die het Bilzens handelscentrum niet of nauwelijks kennen ."	9.29	7.59	7.68	9.2	5.44	4.91
koper/noun/DM_19990429_01/90368	a	0.97425395689	1.17769859048	0.317412969552	-3.54163801831	4.24634059511	1.25921662151	1.41094341545	-0.295083076103	2.97227440197	0.973253587798	2.48390684836	-1.27126478368	"Belgisch invoerder D'Ieteren zegt wel dat hij de hem geleverde exemplaren vrij makkelijk verkocht krijgt , maar vooral in Duitsland blijven de <font color=""red"">kopers</font> weg ."	8.07	6.1	6.46	7.71	1.83	1.94
koper/noun/DM_19990708_01/5015	a	2.35976521694	-0.101298404609	8.27444944687	0.763715340139	-3.43664648342	-5.17141126964	0.920624146296	-1.08743384556	3.77768212345	2.85149155777	2.6192617651	-3.43791842734	""" Een bon per <font color=""red"">koper</font> "" , oordeelt Hilde Vanneste , woordvoerster bij Delhaize ."	6.94	5.28	5.33	6.88	1.05	1.36
koper/noun/DM_20000318_01/46138	a	2.39233489983	1.41059511225	-0.294689927488	-1.75132184428	-0.719608597152	2.00250304678	1.29536545212	-1.73071381981	-0.443708216379	1.44087140983	1.67543736533	0.844804461339	"Als de vissers en de <font color=""red"">kopers</font> het eens zijn geworden over de prijs van de vis die zich aan boord bevindt , zet het schip koers naar een haven die zich het dichtst bij de koper bevindt ."	8.07	6.1	6.46	7.71	1.83	1.94
koper/noun/DM_20000412_01/71302	a	-5.97358212649	2.06083118618	-4.06640656384	-0.531441154173	0.697327198861	4.85776086826	4.22006134542	2.69869363388	-1.76680455489	-0.0622378941882	-0.0251556598983	3.29979672932	"Van de 4.000 <font color=""red"">kopers</font> waarmee het Amsterdamse veilinghuis afgelopen jaar zaken deed , was de helft particulier ."	8.07	6.1	6.46	7.71	4.09	3.87
koper/noun/DM_20000509_01/37304	a	0.00119532078821	0.205454129569	-1.40274812731	-1.60263849829	-0.589273912078	2.75128789108	-3.61599476321	5.00862594287	-1.29544674489	1.13523942571	1.1450324896	2.53613674203	"Ook laattijdige levering ( 16 procent ) en het niet uitvoeren van het contract door de <font color=""red"">koper</font> gaven vorig jaar geregeld aanleiding tot betwisting ."	8.07	6.1	6.46	7.71	0.72	2.75
koper/noun/DM_20010201_01/25191		0.580446641488	1.09294968379	-1.40457089494	-0.302597832932	0.855822388607	2.23249840803	-0.265075546157	-0.391751053325	-0.638315293906	0.343073323894	0.723834128664	1.45832024383	"Samen met zijn vrouw maakte hij van meet af aan kans <font color=""red"">koper</font> te worden van een van de vierentwintig stukken grond die verkocht worden aan drieduizend frank per vierkante meter ."	8.07	6.1	6.46	7.71	1.09	1.04
koper/noun/DM_20010213_01/24593	a	0.208979962372	-0.456850631352	0.862373126725	1.75727701958	1.089976451	0.310239250604	0.975201674588	1.22728743528	0.580392763646	-0.260324771984	0.737787360242	0.538066160296	"Het parket van Brussel vermoedde een poging tot oplichting en zette een valstrik op waarbij politiemensen zich zouden voordoen als potentiële <font color=""red"">kopers</font> ."	9.29	7.59	7.68	9.2	5.44	4.91
koper/noun/DM_20010821_01/34030	a	-3.09231336668	-0.334674480811	3.21519261615	-3.45797276861	4.32212740191	4.28508138838	4.22988526814	-0.838850925559	-3.10879507671	-2.04902585302	5.07716896685	0.266722342363	"De <font color=""red"">kopers</font> die gisteren zo grif 30 euro neertelden zijn misschien gokkers met een goed geheugen ."	8.07	6.1	6.46	7.71	2.76	3.08
koper/noun/DM_20020221_01/21731	a	2.19736919947	0.288931176722	-1.74579567438	-2.45957786393	-0.372549204476	4.05943132322	1.96653038636	-0.646057015179	-1.77404392458	1.11179580493	2.19154492981	2.66310252059	"Negentig procent van de <font color=""red"">kopers</font> waren blanke tieners , aldus Pierce ."	8.07	6.18	6.46	7.79	2.33	2.33
koper/noun/DM_20020328_01/48957	a	-0.762122699508	0.27361806628	-4.19086085916	2.8520144897	5.10579289008	2.29089941181	-3.29648813472	-1.74310989117	-1.22418480405	-1.58813810411	-2.58494851759	2.27517996839	"Nu heeft Almanij bevestigd dat het de <font color=""red"">koper</font> is ."	8.07	6.1	6.46	7.71	0.42	1.8
