token	label	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC77.ppmi.x	LeNC77.ppmi.y	text
therapeut/noun/LN_20020508_01/157258	a	3.91979516285	0.478526292029	1.4554112589	-1.27986198321	3.51981254613	1.16686785367	1.81892516895	-0.372940968879	0.336715735923	4.02880644518	2.15170659003	2.95250627401	"Daarnaast is er ook een <font color=""red"">therapeut</font> van het Sint-Gerardusinstituut in Marokko geweest om het personeel bij te scholen . """
therapeut/noun/nrc20030426/5463	a	-1.59262680868	2.54393946904	0.863595327061	2.61183398875	-1.07720290058	0.427864143896	-2.98619653848	2.10163484992	-0.33008688816	2.25959903253	0.835206675779	2.49308936075	"Wij homeopathische <font color=""red"">therapeuten</font> roepen dat al sinds jaar en dag , maar werden door de reguliere geneeskunde weggehoond ."
therapeut/noun/DM_20050802_01/22757	a	2.57510528701	5.66990774245	1.04764196414	3.45453063498	-2.03867693931	-4.56805473489	-1.73619326259	4.18495547218	-7.17455420147	1.19954392794	5.15139063538	1.61092572282	""" Ik wil helpen , maar de manueel <font color=""red"">therapeuten</font> moeten het onderzoek betalen ."
therapeut/noun/NB_20050920_01/127053	a	0.637830784103	-1.08578509312	-0.440290825981	-0.713966594751	0.55847385004	1.53919113903	2.94704406375	0.0938398743856	-1.68248694969	-2.4129225066	0.149995060824	-2.39982392085	"Bovendien is er nu ook geld voor een affichecampagne bij de dokters , diëtisten , <font color=""red"">therapeuten</font> en noem maar op ."
therapeut/noun/NB_20050723_01/69209	a	0.320253916847	-2.34618810655	-0.849588018527	-0.744800926011	-0.680650706518	2.05537552585	3.98927443019	0.569926370574	0.929873335546	-2.19996653395	2.1559825346	-2.49900002309	"Jomanda , twee <font color=""red"">therapeuten</font> , een arts , een alternatieve arts en een paragnost worden verweten dat ze Sylvia Millecam door nalatig verzuim hebben laten sterven ."
therapeut/noun/trouw19990809/20268	a	-4.90754133138	-0.658196219871	-2.08669927743	2.50187294935	-1.79853798174	4.26853725492	2.67968766896	-5.66608698331	4.85935731708	-0.689036894188	-3.9667542094	0.492410853089	"Nederland telt duizenden religieuze <font color=""red"">therapeuten</font> , leraren en goeroes ."
therapeut/noun/NB_20000322_01/186079	a	-0.486783527744	-2.03640372202	-1.13282885802	-0.00683477120841	-0.536248646553	2.32654982498	3.693045753	-1.04749245451	3.07248358589	-2.50232346219	-1.66797856153	-1.10106197907	"Een vaste ploeg van opvoeders en <font color=""red"">therapeuten</font> begeleidt iedere leefgroep ."
therapeut/noun/LN_20020327_01/194155	a	-0.710162396385	1.8086673703	0.188772403816	1.37422141541	-1.08056263109	-1.10149236456	0.13523765548	1.69395303105	-0.627792912215	-0.954167904888	0.409607049344	-0.452842724622	""" De tijd is voorbij dat elke dokter of <font color=""red"">therapeut</font> afgezonderd in zijn eigen kantoortje zit te werken ."
therapeut/noun/NB_20020826_01/14176	a	6.52820274465	-2.79672172528	1.72538711954	-2.7023322955	5.85245667758	3.1293544436	4.96052923713	-2.18619995116	2.49296177647	3.74548227193	2.18222996256	1.48868073178	" <font color=""red"">Therapeut</font> Luc De Clerck van het brandwondencentrum van Neder-over-Heembeek coördineert een uitzonderlijke expeditie ."
therapeut/noun/DS_20000411_01/18819	a	-2.43902362202	-3.96618416534	-2.23343683305	-0.452111184279	-2.65176707236	5.43109502728	5.52981320553	1.40276056259	6.72057147405	0.0129691568567	3.37945269955	-1.4252851458	"Die beroepsvereniging verenigt <font color=""red"">therapeuten</font> die professioneel de Chinese geneeskunde uitoefenen ."
